id,filename,passage_id,material,tcValue,pressure,me_method,text
0,PR06014617,4|4,x = 0.10,30,,,"The measured T c 's are 30, 37.7, 36, 27.5 and 20.3 K for x = 0.10, 0.15, 0.20, 0.22 and 0.24, re- spectively."
435,ivanovskii2008newHigh,151|2,LnOFeAs,26À55 K,,,A new type of high-temperature (T c $ 26À55 K) superconductors based on two related families of layered compounds was discovered: quaternary oxyarsenides of transition and rare-earth LnOFeAs metals of the 1111 phase and oxygen-free ternary AFe 2 As 2 arsenides of 122 phases.
436,ivanovskii2008newHigh,151|2,AFe 2 As 2,26À55 K,,,A new type of high-temperature (T c $ 26À55 K) superconductors based on two related families of layered compounds was discovered: quaternary oxyarsenides of transition and rare-earth LnOFeAs metals of the 1111 phase and oxygen-free ternary AFe 2 As 2 arsenides of 122 phases.
437,ivanovskii2008newHigh,155|2,cobalt-doped LaOFeAs,14 K,,,The first promising results have recently been obtained: cobalt-doped LaOFeAs exhibited a superconducting transition (with T c $ 14 K for the composition LaOFe 0:89 Co 0:11 As ).
438,ivanovskii2008newHigh,155|2,LaOFe 0:89 Co 0:11 As ),14 K,,,The first promising results have recently been obtained: cobalt-doped LaOFeAs exhibited a superconducting transition (with T c $ 14 K for the composition LaOFe 0:89 Co 0:11 As ).
439,ivanovskii2008newHigh,155|3,LiFeAs,18 K,,,Another important mark in the search for new superconducting materials may be the recently discovered LiFeAs superconductivity (with the maximum T c $ 18 K for the composition Li 0:6 FeAs ).
440,ivanovskii2008newHigh,155|3,Li 0:6 FeAs ),18 K,,,Another important mark in the search for new superconducting materials may be the recently discovered LiFeAs superconductivity (with the maximum T c $ 18 K for the composition Li 0:6 FeAs ).
441,ivanovskii2008newHigh,159|0,HoO 1Àd FeAs,50:5 K,,,"The search for new superconducting 1111 phases has been undertaken; HoO 1Àd FeAs (T c $ 50:5 K), YO 1Àd FeAs (T c $ 46:5 K), DyO 1Àd FeAs (T c $ 52:2 K), TbO 1Àd FeAs (T c $ 48:5 K) , GdONiBi (T c $ 4:5 K), and Gd 0:9 Sr 0:1 ONiBi (T c $ 4:7 K) superconductors have been synthesized."
442,ivanovskii2008newHigh,159|0,YO 1Àd FeAs,46:5 K,,,"The search for new superconducting 1111 phases has been undertaken; HoO 1Àd FeAs (T c $ 50:5 K), YO 1Àd FeAs (T c $ 46:5 K), DyO 1Àd FeAs (T c $ 52:2 K), TbO 1Àd FeAs (T c $ 48:5 K) , GdONiBi (T c $ 4:5 K), and Gd 0:9 Sr 0:1 ONiBi (T c $ 4:7 K) superconductors have been synthesized."
443,ivanovskii2008newHigh,159|0,DyO 1Àd FeAs,52:2 K,,,"The search for new superconducting 1111 phases has been undertaken; HoO 1Àd FeAs (T c $ 50:5 K), YO 1Àd FeAs (T c $ 46:5 K), DyO 1Àd FeAs (T c $ 52:2 K), TbO 1Àd FeAs (T c $ 48:5 K) , GdONiBi (T c $ 4:5 K), and Gd 0:9 Sr 0:1 ONiBi (T c $ 4:7 K) superconductors have been synthesized."
444,ivanovskii2008newHigh,159|0,TbO 1Àd FeAs,48:5 K,,,"The search for new superconducting 1111 phases has been undertaken; HoO 1Àd FeAs (T c $ 50:5 K), YO 1Àd FeAs (T c $ 46:5 K), DyO 1Àd FeAs (T c $ 52:2 K), TbO 1Àd FeAs (T c $ 48:5 K) , GdONiBi (T c $ 4:5 K), and Gd 0:9 Sr 0:1 ONiBi (T c $ 4:7 K) superconductors have been synthesized."
445,ivanovskii2008newHigh,159|0,GdONiBi,4:5 K,,,"The search for new superconducting 1111 phases has been undertaken; HoO 1Àd FeAs (T c $ 50:5 K), YO 1Àd FeAs (T c $ 46:5 K), DyO 1Àd FeAs (T c $ 52:2 K), TbO 1Àd FeAs (T c $ 48:5 K) , GdONiBi (T c $ 4:5 K), and Gd 0:9 Sr 0:1 ONiBi (T c $ 4:7 K) superconductors have been synthesized."
446,ivanovskii2008newHigh,159|0,Gd 0:9 Sr 0:1 ONiBi,4:7 K,,,"The search for new superconducting 1111 phases has been undertaken; HoO 1Àd FeAs (T c $ 50:5 K), YO 1Àd FeAs (T c $ 46:5 K), DyO 1Àd FeAs (T c $ 52:2 K), TbO 1Àd FeAs (T c $ 48:5 K) , GdONiBi (T c $ 4:5 K), and Gd 0:9 Sr 0:1 ONiBi (T c $ 4:7 K) superconductors have been synthesized."
447,ivanovskii2008newHigh,161|1,EuFe 2 As 2,20 K,,,"New superconductors were synthesized, namely, EuFe 2 As 2 (T c $ 20 K), Eu 0:5 K 0:5 Fe 2 As 2 (T c $ 32 K) , BaFe 1:8 Co 0:2 As 2 (T c $ 22 K) , SrNi 2 As 2 (T c $ 0:6 K) , BaFe 1:9 Ni 0:1 As 2 (T c $ 21 K) , and BaNi 2 As 2 (T c $ 0:7 K) ."
448,ivanovskii2008newHigh,161|1,Eu 0:5 K 0:5 Fe 2 As 2,32 K,,,"New superconductors were synthesized, namely, EuFe 2 As 2 (T c $ 20 K), Eu 0:5 K 0:5 Fe 2 As 2 (T c $ 32 K) , BaFe 1:8 Co 0:2 As 2 (T c $ 22 K) , SrNi 2 As 2 (T c $ 0:6 K) , BaFe 1:9 Ni 0:1 As 2 (T c $ 21 K) , and BaNi 2 As 2 (T c $ 0:7 K) ."
449,ivanovskii2008newHigh,161|1,BaFe 1:8 Co 0:2 As 2,22 K,,,"New superconductors were synthesized, namely, EuFe 2 As 2 (T c $ 20 K), Eu 0:5 K 0:5 Fe 2 As 2 (T c $ 32 K) , BaFe 1:8 Co 0:2 As 2 (T c $ 22 K) , SrNi 2 As 2 (T c $ 0:6 K) , BaFe 1:9 Ni 0:1 As 2 (T c $ 21 K) , and BaNi 2 As 2 (T c $ 0:7 K) ."
450,ivanovskii2008newHigh,161|1,SrNi 2 As 2,0:6 K,,,"New superconductors were synthesized, namely, EuFe 2 As 2 (T c $ 20 K), Eu 0:5 K 0:5 Fe 2 As 2 (T c $ 32 K) , BaFe 1:8 Co 0:2 As 2 (T c $ 22 K) , SrNi 2 As 2 (T c $ 0:6 K) , BaFe 1:9 Ni 0:1 As 2 (T c $ 21 K) , and BaNi 2 As 2 (T c $ 0:7 K) ."
451,ivanovskii2008newHigh,161|1,BaFe 1:9 Ni 0:1 As 2,21 K,,,"New superconductors were synthesized, namely, EuFe 2 As 2 (T c $ 20 K), Eu 0:5 K 0:5 Fe 2 As 2 (T c $ 32 K) , BaFe 1:8 Co 0:2 As 2 (T c $ 22 K) , SrNi 2 As 2 (T c $ 0:6 K) , BaFe 1:9 Ni 0:1 As 2 (T c $ 21 K) , and BaNi 2 As 2 (T c $ 0:7 K) ."
452,ivanovskii2008newHigh,161|1,BaNi 2 As 2,0:7 K,,,"New superconductors were synthesized, namely, EuFe 2 As 2 (T c $ 20 K), Eu 0:5 K 0:5 Fe 2 As 2 (T c $ 32 K) , BaFe 1:8 Co 0:2 As 2 (T c $ 22 K) , SrNi 2 As 2 (T c $ 0:6 K) , BaFe 1:9 Ni 0:1 As 2 (T c $ 21 K) , and BaNi 2 As 2 (T c $ 0:7 K) ."
453,ivanovskii2008newHigh,162|0,LiFeAs,18 K,,,"Stoichiometric 111 phase LiFeAs (space group P4=nmm, PFCl structural type, lattice parameters a 0:3792 nm and c 0:364 nm) with the superconducting transition tempera- ture 18 K was synthesized (see also )."
454,ivanovskii2008newHigh,163|0,FeSe 1Àx (x $ 0:12),8 K,,,Among the most important recent results is also the discovery of superconductivity (T c $ 8 K) in the a phase of iron monoselenide FeSe 1Àx (x $ 0:12).
455,ivanovskii2008newHigh,163|2,FeSe 1Àx,14 K,,,"In subsequent experiments, varying the degree of FeSe 1Àx nonstoichiometry has allowed the authors of to obtain polycrystal- line samples with T c $ 14 K and then to reach the critical temperature T c $ 27 K by applying external pressure to these samples."
456,ivanovskii2008newHigh,163|5,FeSe 1Àx Te x 0:82,14 K,,,"Finally, it was found that upon substitution of tellurium atoms for part of the selenium atoms in the FeSe composition, the obtained FeSe 1Àx Te x 0:82 samples are also superconductors with T c $ 14 K ."
457,ivanovskii2008newHigh,164|8,CaFe 2 As 2,12 K,,,"Conversely, for nonsuperconducting CaFe 2 As 2 , a transition to the super- conducting state (with the critical temperature below T c $ 12 K) was revealed [272, 273]."
458,ivanovskii2008newHigh,164|10,CaFe 2 As 2,12 K,,,"In the series CaFe 2 As 2 3 SrFe 2 As 2 3 BaFe 2 As 2 , the superconducting transition region is shifted towards higher pressures, and the pressure-induced T c value increases from $ 12 K for CaFe 2 As 2 to $ 29 K for BaFe 2 As 2 ."
459,ivanovskii2008newHigh,164|10,BaFe 2 As 2,29 K,,,"In the series CaFe 2 As 2 3 SrFe 2 As 2 3 BaFe 2 As 2 , the superconducting transition region is shifted towards higher pressures, and the pressure-induced T c value increases from $ 12 K for CaFe 2 As 2 to $ 29 K for BaFe 2 As 2 ."
460,ivanovskii2008newHigh,168|0,SmO 0:7 F 0:3 FeAs,54:6 K,,,(a) Microphotograph of a superconducting (T c 54:6 K) SmO 0:7 F 0:3 FeAs sample synthesized by the single-stage method [66].
461,ying2011pressure,2|2,FeSe,37 K,4.5 GPa,,The T c of anti-PbO-type FeSe could reach 37 K under 4.5 GPa from T c ⇠ 8 K at ambient pressure .
462,ying2011pressure,2|2,FeSe,8 K,ambient pressure,,The T c of anti-PbO-type FeSe could reach 37 K under 4.5 GPa from T c ⇠ 8 K at ambient pressure .
463,ying2011pressure,2|3,Fe-Se,30 K,,,"Very recently, by intercalating K, Rb, Cs and Tl in between the FeSe layers, superconductivity was enhanced to about 30 K without any external pressure in the Fe-Se system -, and it provides a new type of iron-based superconductor to explore high T c ."
464,ying2011pressure,3|3,K x Fe 2 Se 2 crystal,32.6 K,,,"For the K x Fe 2 Se 2 crystal with T onset c = 32.6 K and a broad hump centered at 245 K, T c gradually decreases with increasing pressure."
465,ying2011pressure,3|4,K x Fe 2 Se 2,32.7 K,0.48 GPa,,"While T c versus pressure shows similar behavior to Cs x Fe 2 Se 2 , T onset c reaches its maximum value of 32.7 K under the pressure of 0.48 GPa for the K x Fe 2 Se 2 with T onset c = 31.1 K and a broad hump centered at 130 K."
466,ying2011pressure,3|4,K x Fe 2 Se 2,31.1 K,,,"While T c versus pressure shows similar behavior to Cs x Fe 2 Se 2 , T onset c reaches its maximum value of 32.7 K under the pressure of 0.48 GPa for the K x Fe 2 Se 2 with T onset c = 31.1 K and a broad hump centered at 130 K."
467,ying2011pressure,4|2,Cs x Fe 2 Se 2,30 K,,,"Cs x Fe 2 Se 2 shows superconductivity at about 30 K, and the actual composition determined by EDX is Cs 0.86 Fe 1.66 Se 2 ."
468,ying2011pressure,4|4,K 0.85 Fe 2 Se 1.80,32.6 K,,,The actual composition of the first one with T onset c = 32.6 K is K 0.85 Fe 2 Se 1.80 (denoted as K x Fe 2 Se 2 -1).
469,ying2011pressure,4|5,K 0.86 Fe 2 Se 1.82,31.1 K,,,The actual composition of the second one with T onset c = 31.1 K is K 0.86 Fe 2 Se 1.82 (denoted as K x Fe 2 Se 2 -2).
470,ying2011pressure,5|1,K x Fe 2 Se 2 -1,32.6 K,ambient pressure,in-plane resistivity,
471,ying2011pressure,5|3,K x Fe 2 Se 2 -2,31.1 K,,resistivity,
472,ying2011pressure,7|3,single crystal Cs x Fe 2 Se 2,31.1 K,0.82 GPa,resistivity,
473,ying2011pressure,7|3,single crystal Cs x Fe 2 Se 2,30 K,ambient pressure,resistivity,
474,ying2011pressure,9|1,Cs x Fe 2 Se 2,29.8 K,1.64 GPa,,
475,ying2011pressure,10|2,single crystal K x Fe 2 Se 2 -2,32.7 K,0.48 GPa,resistivity,
476,ying2011pressure,10|4,K x Fe 2 Se 2,32.7 K,,,Such a different pressure dependence of T c indicates that there occurs optimal doping with the maximum T c ⇠ 32.7 K in the K x Fe 2 Se 2 system.
477,ying2011pressure,13|3,K x Fe 2 Se 2 -1,32.6 K,,,"In contrast, the behavior is quite different for K x Fe 2 Se 2 -1 with T onset c = 32.6 K, for which T c monotonically decreases with increasing pressure."
478,okada2008supercondctivity,1|2,LaFeAsO,21 K,12 GPa,Electrical resistivity,
479,okada2008supercondctivity,3|0,LaFeAsO 1-x F x,26 K,,,"Recent discovery of Fe-based oxypnictide superconductor LaFeAsO 1-x F x with superconducting transition temperature T c of ~26 K has attracted great interests in the field of condensed matter physics. 1) The crystal structure of LaFeAsO 1-x F x is a tetragonal ZrCuSiAs-type structure (P4/nmm), and is composed of a stack of insulating LaO and conducting FeAs layers."
480,okada2008supercondctivity,3|4,LaFeAsO 0.89 F 0.11,43 K,4 GPa,,"Right after the discovery of the superconductivity in LaFeAsO 1-x F x , it was reported that the T c of LaFeAsO 0.89 F 0.11 shows large pressure effect and increases to a maximum of 43 K at 4 GPa, suggesting that the lattice contraction is effective in the enhancement of the T c of oxypnictide compounds. 4) Actually, RFeAsO (R = rare earth) having smaller R atom than La atom shows the T c over 50 K. 5,6) It is known that external pressure can control carrier concentration in CuO 2 plane of high-T c cupper oxides."
481,okada2008supercondctivity,3|4,RFeAsO (R = rare earth) having smaller R atom than La atom,over 50 K,,,"Right after the discovery of the superconductivity in LaFeAsO 1-x F x , it was reported that the T c of LaFeAsO 0.89 F 0.11 shows large pressure effect and increases to a maximum of 43 K at 4 GPa, suggesting that the lattice contraction is effective in the enhancement of the T c of oxypnictide compounds. 4) Actually, RFeAsO (R = rare earth) having smaller R atom than La atom shows the T c over 50 K. 5,6) It is known that external pressure can control carrier concentration in CuO 2 plane of high-T c cupper oxides."
482,okada2008supercondctivity,4|1,LaFeAsO,21 K,,electrical resistivity,
483,okada2008supercondctivity,7|4,,below ~20 K,9 and 12 GPa,AC magnetic susceptibility,"Moreover, a diamagnetic signal of AC magnetic susceptibility is detected below ~20 K at 9 and 12 GPa, as shown in ."
484,okada2008supercondctivity,7|5,,below 20 K,,electrical resistivity,"In this way, the magnetic field and the current effects on the electrical resistivity and the diamagnetic signal strongly suggest that the anomalous behavior in the electrical resistivity below 20 K is attributed to a pressure-induced superconductivity."
485,okada2008supercondctivity,7|6,,below ~20 K,,electrical resistivity,
486,okada2008supercondctivity,7|15,,21 K,12 GPa,,"On the other hand, the T c increases to the maximum of 21 K at ~12 GPa, then deceases with further applying pressure."
487,okada2008supercondctivity,8|0,F -substitution of 5 at%,24 K,,,"By the F -substitution of 5 at%, the unit cell volume changes from 0.14233 nm 3 to 0.14186 nm 3 and the superconductivity is induced at 24 K. 1) Considering the pressure dependence of unit cell volume of F-doped compounds,"
488,okada2008supercondctivity,9|3,LaFeAsO 0.95 F 0.05,29 K,,,"The maximum T c of LaFeAsO 0.95 F 0.05 is rather lower value of 29 K under high pressure, compared with the maximum T c of 43 K under high pressure in LaFeAsO 0.89 F 0.11 and LaFeAsO 0.86 F 0.14 ."
489,okada2008supercondctivity,9|3,LaFeAsO 0.89 F 0.11,43 K,,,"The maximum T c of LaFeAsO 0.95 F 0.05 is rather lower value of 29 K under high pressure, compared with the maximum T c of 43 K under high pressure in LaFeAsO 0.89 F 0.11 and LaFeAsO 0.86 F 0.14 ."
490,okada2008supercondctivity,9|3,LaFeAsO 0.86 F 0.14,43 K,,,"The maximum T c of LaFeAsO 0.95 F 0.05 is rather lower value of 29 K under high pressure, compared with the maximum T c of 43 K under high pressure in LaFeAsO 0.89 F 0.11 and LaFeAsO 0.86 F 0.14 ."
491,okada2008supercondctivity,9|5,"""over-doped"" LaFeAsO 0.86 F 0.14",43 K,,,"On the other hand, the maximum T c of 43 K in ""over-doped"" LaFeAsO 0.86 F 0.14 is comparable to that in ""optimum-doped"" LaFeAsO 0.89 F 0.11 although the T c of LaFeAsO 0.86 F 0.14 at 0 GPa is smaller than that of LaFeAsO 0.89 F 0.11 by 9 K."
492,okada2008supercondctivity,10|3,LaFeAsO,21 K,12 GPa,electrical resistivity,
493,hott2013review,2|4,Mercury,below 4 K,,electrical resistance,
494,hott2013review,4|0,tin,3.7 K,,,"Soon after mercury, Kamerlingh Onnes expanded the list of SC materials to include tin (3.7 K) and lead ."
495,hott2013review,4|1,thallium,2.4 K,,,"After the discovery of superconductivity in thallium (2.4 K) and indium (3.4 K) again in Leiden , Meißner successfully continued the search through the periodic table finding in 1928 tantalum (4.2 K), 1929 thorium (1.4 K) and 1930 titanium (0.4 K), vanadium (5.3 K) and niobium, the element with the highest critical temperature T c = 9.2 K ."
496,hott2013review,4|1,indium,3.4 K,,,"After the discovery of superconductivity in thallium (2.4 K) and indium (3.4 K) again in Leiden , Meißner successfully continued the search through the periodic table finding in 1928 tantalum (4.2 K), 1929 thorium (1.4 K) and 1930 titanium (0.4 K), vanadium (5.3 K) and niobium, the element with the highest critical temperature T c = 9.2 K ."
497,hott2013review,4|1,tantalum,4.2 K,,,"After the discovery of superconductivity in thallium (2.4 K) and indium (3.4 K) again in Leiden , Meißner successfully continued the search through the periodic table finding in 1928 tantalum (4.2 K), 1929 thorium (1.4 K) and 1930 titanium (0.4 K), vanadium (5.3 K) and niobium, the element with the highest critical temperature T c = 9.2 K ."
498,hott2013review,4|1,thorium,1.4 K,,,"After the discovery of superconductivity in thallium (2.4 K) and indium (3.4 K) again in Leiden , Meißner successfully continued the search through the periodic table finding in 1928 tantalum (4.2 K), 1929 thorium (1.4 K) and 1930 titanium (0.4 K), vanadium (5.3 K) and niobium, the element with the highest critical temperature T c = 9.2 K ."
499,hott2013review,4|1,titanium,0.4 K,,,"After the discovery of superconductivity in thallium (2.4 K) and indium (3.4 K) again in Leiden , Meißner successfully continued the search through the periodic table finding in 1928 tantalum (4.2 K), 1929 thorium (1.4 K) and 1930 titanium (0.4 K), vanadium (5.3 K) and niobium, the element with the highest critical temperature T c = 9.2 K ."
500,hott2013review,4|1,vanadium,5.3 K,,,"After the discovery of superconductivity in thallium (2.4 K) and indium (3.4 K) again in Leiden , Meißner successfully continued the search through the periodic table finding in 1928 tantalum (4.2 K), 1929 thorium (1.4 K) and 1930 titanium (0.4 K), vanadium (5.3 K) and niobium, the element with the highest critical temperature T c = 9.2 K ."
501,hott2013review,4|1,niobium,9.2 K,,,"After the discovery of superconductivity in thallium (2.4 K) and indium (3.4 K) again in Leiden , Meißner successfully continued the search through the periodic table finding in 1928 tantalum (4.2 K), 1929 thorium (1.4 K) and 1930 titanium (0.4 K), vanadium (5.3 K) and niobium, the element with the highest critical temperature T c = 9.2 K ."
502,hott2013review,7|3,NbTi,9.2 K,,,"The most prominent examples of this crop were NbTi (T c = 9.2 K) and the A15 materials, A 3 B type intermetallic compounds, the materials basis for todays SC wire industry."
503,hott2013review,10|2,,up to 138 K,normal pressure,,"The problem with the theoretical description of cuprate HTS within BCS theory and its extensions is not the high T c of up to 138 K under normal pressure , far above the pre-HTS record of 23 K :"
504,hott2013review,11|1,C 60 introduced by doping and intercalation of alkali-metal atoms,up to 33 K,normal pressure,,"The superconductivity in C 60 introduced by doping and intercalation of alkali-metal atoms, with T c values up to 33 K at normal pressure , well above the pre-HTS record of 23 K [23] followed soon as another surprise."
505,hott2013review,12|5,MgB 2,40 K,,,"A huge surprise came in 2001 with the discovery of superconductivity up to T c = 40 K in MgB 2 , a compound which had been well-known since the 1950s and which was in 2001 already commercially available in quantities up to metric tons ."
506,hott2013review,12|10,LaFePO,5 K,,,"LaFePO, the first representative of this SC materials family was discovered in 2006 but did not gain much attention due to its comparatively low T c = 5 K."
507,hott2013review,12|11,LaFeAsO,26 K,,,"T c = 26 K, however, observed two years later for the next iron pnictide compound LaFeAsO started a ""gold rush"" resembling the cuprate HTS situation twenty years before: T c was immediately pushed up to 55 K ."
